name,tf,dicts,corpus,title,dmap
azota,214,0.5,0.0001,0,cdfhj
azote,351,0.999,0.0003,0,cdfhjlms
azoto,20374,1,0.0212,0,bcdfghijklmnoqrs
azubo,0,0.999,0,0,cdfghijk
azuis,570096,0.999,0.2922,0.002,bcdfghij
azula,6650,0.99,0.0658,0.0023,bcdfhij
azule,1292,0.99,0.0003,0.004,bcdfhij
azulo,558,0.99,0,0,bcdfhij
azura,3708,0.01,0.0037,0.1345,cfj
azure,4564,0.01,0.0011,0.1805,cfj
azuro,17,0.01,0,0,cfj
azuru,15,0.9999,0.0001,0,cdfghijkq
azóis,487,0.01,0.0001,0,cfj
açacu,159,1,0.0002,0,cdfghijklmoq
açalá,968,0.999,0.0037,0.004,cdfghjko
açame,145,1,0.0011,0.0021,cdfhjlmqst
açamo,200,1,0.0003,0,cdfhjklmnoqst
açape,0,0.01,0,0,cfj
açapo,0,0.01,0,0,cfj
açapá,1122,0.01,0.0001,0,cfj
açaís,992,0.0911,0.0212,0.0584,cfgj
açobe,0,0.01,0,0,cfj
açobo,0,0.01,0,0,cfj
açobá,20,0.999,0,0,cdfghijk
açoca,664,0.999,0.0658,0.0052,cdfghijk
açoda,333,0.5,0.0003,0.0078,cdfhj
açodo,171,0.5,0,0,cdfhj
açora,663,0.5,0.0003,0,cdfhj
açubá,18,0.999,0.0001,0,cdfghjko
açuda,18370,1,0.2922,0,bcdfhijlqs
açude,101192,1,0.9963,0.0076,abcdfghijklmoqst
açula,904,0.5,0.0066,0.0076,cdfhj
açule,28,0.5,0,0,cdfhj
açulo,25,0.9999,0.0001,0,cdfhjmoqt
açumi,2,1,0,0,cdfghijkmo
ações,6557418,0.999,0.9963,0.0046,bcdfghjm
aérea,720329,0.9089,0.2922,0,bcdfhj
aéreo,630054,1,0.9999,0.0356,abcdfghijklmoqrst
aêneo,26,0.99,0,0,cdfghjk
aívas,0,0.9089,0,0,cdfghj
aïoli,440,0.01,0.0002,0,dho
aônia,0,0.01,0,0,cfj
aônio,4,0.9999,0,0,cdfghjkqs
aúnos,0,0.01,0,0,cfj
aúste,106,1,0.0002,0,cdfghijklmqs
baais,71,0.01,0,0,cfj
baali,103,0.999,0.0001,0,cdfghijk
baaus,0,0.01,0,0,cfj
babai,885,0.99,0.0003,0,bcdfhij
babal,151,1,0.0002,0,cdfghijkmos
babam,6983,0.99,0.0037,0,bcdfhij
babar,75824,1,0.0658,0,abcdfghijklmnoqrst
babas,38461,1,0.9881,0.0021,bcdfghijlq
babau,3229,1,0.002,0,acdfghijkmoqs
babei,20386,0.99,0.0006,0,bcdfhij
babel,116175,1,0.9881,0.1136,abcdfghijklmoqrst
babem,4719,0.99,0.0002,0,bcdfhij
baber,373,0.999,0.0002,0,cdfghijk
babes,15919,0.99,0.002,0.0041,bcdfhij
babeá,0,0.01,0,0,cfj
babiá,906,0.99,0.0001,0.0042,cdfghjk
bable,212,1,0.0002,0.004,cdfghijklmq
bablá,3,0.99,0,0.0041,cdfghjk
babou,5452,0.99,0.002,0,bcdfhij
babua,3,0.999,0,0,cdfghijk
babul,20,1,0.0001,0,cdfghijklmqs
babus,33,0.01,0.0001,0,cfj
babuí,16,0.9999,0.0001,0.004,cdfghijkm
babão,15930,1,0.0212,0,abcdfghijklmoqst
bacaa,49,0.999,0,0,cdfghijk
bacal,3284,0.999,0.0001,0.0043,cdfghijk
bacar,255,1,0.0006,0.004,cdfghijklmq
bacen,81346,0.99,0.0376,0.0084,cdfghjk
bachi,497,0.9999,0.0003,0,cdfghijkm
bacia,669380,1,0.998,0.1725,abcdfghijklmoqrst
bacie,15,0.01,0,0,cfj
bacio,22051,1,0.0212,0,acdfghijklmnoqst
bacon,226464,1,0.0658,0.009,acdfghijkmoqrs
bacro,0,0.001,0,0,lq
bacta,187,0.999,0.0011,0,cdfghijk
bacus,52,0.9089,0.0002,0.0044,cdfghj
bacão,1840,0.999,0.0001,0.0042,cdfghijk
badal,231,1,0.0006,0,cdfghijklmqs
badas,340,0.01,0.0001,0,cfj
badil,18,1,0,0,cdfghijklmqs
badio,384,1,0.0002,0,cdfghijkoq
badis,28,0.01,0.0001,0.225,cfj
bador,15,0.01,0,0,cfj
badua,0,0.999,0,0,cdfghijk
badém,90,1,0,0,cdfghijklmoqt
badés,0,0.01,0,0,cfj
badós,0,0.5,0,0,cdfhj
baeco,40,1,0.0001,0.004,cdfghijkmoqst
baelé,0,0.99,0,0,cdfghjk
baenã,821,0.9999,0.0006,0,cdfghijko
baeta,5612,1,0.0658,0,acdfghijklmoqrs
bafai,0,0.01,0,0,cfj
bafam,1,0.01,0,0,cfj
bafar,104,1,0.0002,0,acdfghijkmqs
bafas,17,0.5,0,0,cdfhj
bafei,4,0.01,0,0,cfj
bafem,0,0.01,0,0,cfj
bafes,9,0.01,0,0,cfj
bafio,2239,1,0.0011,0,acdfghijklmnoqst
bafos,3463,0.99,0.0003,0,bcdfhij
bafou,34,0.01,0,0,cfj
bafum,15,1,0,0,cdfghijklmqs
bagai,20,0.01,0,0,cfj
bagam,10,0.01,0.0001,0,cfj
bagar,199,1,0.0002,0,acdfghijkms
bagas,32103,0.999,0.0376,0,bcdfghij
bagem,221,1,0.0006,0,cdfghijklmoqst
bages,110,0.01,0.0003,0.1837,cfj
bageá,11,0.01,0,0,cfj
bagis,67,0.01,0,0,cfj
bagoe,19,0.01,0,0.225,cfj
bagoo,0,0.01,0,0,cfj
bagos,14384,0.999,0.0119,0,bcdfghij
bagou,14,0.01,0,0,cfj
bagre,18062,1,0.0376,0.004,acdfghijklmoqrs
bague,248,0.999,0.0001,0.004,cdfghijk
bagus,312,0.01,0,0,cfj
baguá,5791,1,0.0212,0.0021,cdfghijklmoqs
bahia,4933102,1,0.9788,0.4729,abcdfghijklmq
baiai,0,0.5,0,0,cdfhj
baiam,2,0.5,0,0,cdfhj
baiar,466,1,0.0002,0,acdfghijklmoqs
baias,71304,1,0.9999,0.0073,bcdfhijlmq
baiaú,11,0.99,0,0,cdfghjk
baibe,116,0.999,0,0.004,cdfghijk
baica,623,0.01,0.0006,0.2029,cfj
baico,367,0.01,0.0001,0.1835,cfj
baiei,41,0.5,0,0,cdfhj
baiem,0,0.5,0,0,cdfhj
baies,94,0.5,0,0,cdfhj
baila,58669,1,0.9624,0.0029,abcdfhijlmoqs
baile,441446,1,0.5732,0.0041,abcdfghijklmoqrst
bailo,1619,1,0.002,0.004,bcdfhijlmq
baios,802,0.999,0.0003,0,cdfghijk
baiou,38,0.5,0.0001,0,cdfhj
baire,43,0.999,0.0003,0.004,cdfghijk
bairi,1,0.999,0,0,cdfghijk
bairu,106,0.9999,0,0,cdfghijkm
baita,175576,1,0.0212,0.0035,abcdfhijklmnoqs
baite,398,1,0.0002,0.004,cdfghijkoqr
baixa,3919329,1,0.9998,0.2532,bcdfghijklmnopqrst
baixe,363211,0.99,0.0212,0,bcdfhij
baixo,6074357,1,0.5732,0.0039,abcdfghijklmopqrst
baião,60495,1,0.0658,0,abcdfghijklmoqs
bajai,0,0.5,0,0,cdfhj
bajam,0,0.5,0,0,cdfhj
bajar,7387,1,0.0037,0,acdfghijklmos
bajas,3084,0.5,0.0003,0,cdfhj
bajei,0,0.5,0,0,cdfhj
bajem,0,0.5,0,0,cdfhj
bajes,131,0.5,0.0001,0,cdfhj
bajeá,0,0.01,0,0,cfj
bajia,17,0.999,0,0,cdfghijk
bajou,11,0.5,0,0,cdfhj
bajus,0,0.01,0,0,cfj
balam,458,0.99,0.0011,0,bcdfhij
balar,425,1,0.0037,0,acdfghijklmoqst
balas,294811,1,0.4268,0.0024,bcdfghijmpqs
balau,187,0.999,0,0,cdfghijk
balba,35,0.5,0,0,cdfhj
balbo,913,1,0.0212,0.004,cdfghijklmoqst
balda,6763,1,0.2922,0.0042,acdfhjlmnoqst
balde,223892,1,0.4268,0.0035,abcdfghijklmnoqrst
baldo,2467,1,0.0376,0.004,cdfhjklmnoqst
balem,460,0.99,0.0011,0.0041,bcdfhij
bales,7413,0.99,0.8874,0.0054,bcdfhij
baleã,1019,0.9999,0.0011,0.0021,bcdfghijk
balga,76,0.01,0,0,lmq
balha,2432,1,0.0066,0.004,cdfhjlmoqs
balhe,814,0.01,0,0.2243,cfj
balho,8779,0.99,0.0003,0,cfjlmqs
balia,715,0.9999,0.0119,0.0041,bcdfghijk
balim,230,1,0.0002,0,cdfghijkmo
balio,3985,1,0.0006,0,cdfghijklmoqs
balir,1352,1,0.0066,0,abcdfghijkmoqrst
balis,728,0.99,0.0011,0.0081,bcdfhij
baliu,288,0.999,0.0002,0,bcdfhijq
baloa,90,0.01,0.0001,0.1452,cfj
baloe,0,0.01,0,0,cfj
baloo,384,0.01,0.0002,0,cfj
balou,164,0.5,0.0002,0,cdfhj
balsa,108305,1,0.9881,0.0113,abcdfghijklmnopqrst
balse,20,0.5,0,0,cdfhj
balso,211,1,0.0006,0,cdfghjlmoqs
balta,377,0.999,0.002,0.004,cdfghijk
balto,464,0.01,0.0011,0.1833,dgh
balão,319786,1,0.5732,0,abcdfghijklmoqrst
balça,533,1,0.0011,0,cdfghjlmoqst
balço,0,0.999,0,0,cdfghijk
bamba,78133,1,0.9989,0.0055,bcdfghijklmoqst
bambo,4104,1,0.0376,0,abcdfghijklmnoqst
bambu,186173,1,0.4268,0.0034,abcdfghijklmopqrs
bambê,193,1,0.0003,0.002,cdfghijklmoqs
bames,4,0.01,0,0,cfj
banal,152024,1,0.1863,0,abcdfghijklmnoqrst
banam,278,0.01,0.0002,0,cfj
banar,57,0.999,0,0,cdfghijk
banas,853,0.01,0.0003,0.1547,cfj
banca,1113228,1,0.9997,0.0884,abcdfghijklmoqrst
banco,3929420,1,0.8137,0.0011,abcdfghijklmnopqrst
banda,7363490,1,0.9994,0.3097,abcdfghijklmoqrst
bande,3939,0.5,0.0037,0.0079,cdfhj
bando,573268,1,0.9998,0.003,abcdfghijklmoqrst
banem,1846,0.99,0.0037,0,bcdfhij
banes,295,0.99,0.0006,0,bcdfhij
banga,1072,0.9999,0.002,0,cdfhjmoqs
bango,387,1,0.0119,0,cdfghijklmoqs
bangs,3289,0.5,0.0119,0,cdfhj
bangu,174021,1,0.7078,0.1017,abcdfghijkmos
banha,118435,1,0.9963,0.003,abcdfhijklmopqrst
banhe,14262,0.999,0.002,0,bcdfhijr
banho,3497223,1,0.4268,0.004,abcdfghijklmnopqrst
banir,67651,1,0.1863,0,abcdfghijklmnoqrst
banis,76,0.99,0.0001,0,bcdfhij
baniu,15909,0.999,0.0119,0,bcdfhijm
banja,273,1,0.0037,0,acdfhjlmoqs
banjo,22175,1,0.0212,0.008,abcdfghijklmoqrs
bansá,48,0.99,0,0.0041,cdfghjk
banti,30,1,0.0001,0,cdfghijklmq
banto,7395,1,0.0119,0.004,acdfghijklmoqrs
bantu,9362,1,0.0119,0,cdfghijkrs
bantá,2079,0.9999,0.1863,0.002,cdfghijkm
banté,55,0.99,0.0001,0,cdfghjk
banza,3770,1,0.1126,0.0042,cdfhjlmoqs
banzo,6116,1,0.0037,0,acdfhjklmnoqs
banzé,7533,1,0.4268,0.0022,acdfghijklmnoqs
baobá,6894,1,0.0658,0.0041,cdfghijkmoqrs
bapos,37,0.01,0,0,cfj
bapta,39,0.01,0,0,cfj
bapte,12,0.999,0,0,cdfghijk
baque,46870,1,0.5732,0.004,abcdfghijklmoqst
baraú,16,0.9999,0,0,cdfghijkm
barba,468334,1,0.9989,0.022,abcdfghijklmnoqrs
barbe,3104,0.5,0.0006,0.008,cdfhj
barbi,4348,0.999,0.0006,0,cdfghijk
barbo,1896,1,0.0011,0,cdfghjlmqrs
barco,1210986,1,0.5732,0.002,abcdfghijklmopqrst
barda,7500,1,0.4268,0.012,cdfhjlmoqst
barde,362,0.5,0.0006,0,cdfhj
bardo,26205,1,0.1126,0,abcdfhijklmnoqrst
bares,798643,1,0.9624,0.0027,bcdfghijlmp
barga,218,1,0.0003,0,cdfghijklmoqs
bargu,0,0.999,0,0,cdfghijk
baria,1023,1,0.1126,0.3132,cdfghijkmoqr
baril,1990,0.9999,0.0006,0,cdfghijkq
barim,14,0.999,0,0,cdfghijk
baris,434,0.9089,0.0003,0,cfjlmq
barma,5,0.999,0,0,cdfghijk
baroa,7824,0.9999,0.0006,0,cdfghijkm
barol,0,0.01,0,0,lmq
baros,740,0.5,0.0003,0.008,cdfhj
barra,3419674,1,0.9998,0.2504,abcdfghijklmnoqrst
barri,673,0.5,0.0037,0.0079,cdfhj
barro,374954,1,0.4268,0.0021,abcdfghijklmnopqrst
barré,16704,0.9999,0.5732,0.0025,bcdfghijk
barsi,155,0.999,0,0,cdfghijk
barsó,0,0.99,0,0,cdfghjk
barus,88,0.01,0.0002,0,cfj
barão,122698,1,0.1863,0.0039,abcdfghijklmoqrst
barça,221894,1,0.9934,0.0277,abcdfghijklmoqrs
barém,3698,1,0.0066,0.4933,cdfghijklmqr
basai,0,0.0911,0,0,cfhj
basal,63136,1,0.1863,0,acdfghijkmoqrs
basam,32,0.0911,0,0,cfhj
basar,1008,0.999,0.0011,0,cdfghijk
basas,101,0.0911,0.0001,0,cfhj
basca,16258,0.5,0.0658,0,cdfhj
basco,24438,1,0.0376,0.004,acdfghijklmnoqrs
basei,1096,0.0911,0.0002,0,cfhj
basem,76,0.0911,0.0003,0,cfhj
bases,1094747,0.999,0.4268,0,bcdfhijq
baseá,1046,0.9089,0.0001,0.0088,bcdfhj
basic,49458,0.9089,0.0376,0.0399,dhmoqr
basim,2,1,0,0,cdfghijklmqs
basou,172,0.0911,0.0001,0,cfhj
basso,9376,0.999,0.0119,0.004,cdfghijk
bassê,3196,1,0.0658,0.0039,cdfghijkmoq
basta,4427490,1,0.9989,0.2545,bcdfhijlmnopqs
baste,45776,1,0.0376,0.004,bcdfhijlmq
basti,528,0.01,0.0011,0,cfj
basto,16467,1,0.0658,0.004,abcdfhijklmnoqrst
basua,0,0.999,0,0,cdfghijk
batam,18006,0.99,0.0037,0,bcdfhij
batas,31750,0.9999,0.1126,0.0025,bcdfhijlq
batch,12936,0.9089,0.0658,0,adhoqr
batei,6395,0.99,0.0003,0,bcdfhij
batel,11421,1,0.0037,0.004,abcdfghijklmnoqrs
batem,160499,0.99,0.2922,0,bcdfhij
bater,1539066,1,0.5732,0.002,abcdfghijklmoqrst
bates,8623,0.99,0.0119,0.0041,bcdfhij
bateu,766586,0.99,0.2922,0,bcdfhij
batia,151125,0.9999,0.7078,0.0022,bcdfghijk
batim,98,1,0.0001,0,cdfghijklmq
batmo,0,0.9999,0,0,cdfghijkm
batom,598813,1,0.1863,0,abcdfghijkmoqrs
batos,856,0.9999,0.0002,0.004,cdfghijkm
batão,1135,1,0.0006,0,cdfghijklmq
bauis,0,0.01,0,0,cfj
bauma,345,0.999,0,0,cdfghijk
baumê,67,0.999,0.0001,0,cdfghjko
bauru,63166,1,0.2922,0.4746,abcdfghijkmoqs
bauás,1,0.5,0,0,cdfhj
bavás,74,0.01,0,0.2906,cfj
baxim,160,1,0,0,cdfghijklmq
baxis,0,0.01,0,0,cfj
baxás,2,0.5,0,0.008,cdfhj
bazar,112532,1,0.2922,0,abcdfghijklmnoqrs
bazas,238,0.5,0.0002,0,cdfhj
bazos,1,0.01,0,0.2903,cfj
bazés,107,0.5,0.0002,0,cdfhj
baças,2151,0.5,0.002,0.0077,cdfhj
baços,5807,0.99,0.5732,0.0027,bcdfhij
baíra,358,0.9999,0.0011,0.4978,cdfghijko
baúle,21,0.999,0.0001,0,cdfghjko
baúna,52,1,0.0001,0,cdfghijkmo
beabá,4075,0.999,0.002,0.0041,cdfghjko
beach,125115,0.01,0.0376,0,dgh
beata,24736,1,0.0658,0.004,abcdfhijklmoqst
beato,28194,1,0.2922,0,abcdfghijklmnoqrst
bebam,15529,0.99,0.0066,0,bcdfhij
bebas,2868,0.999,0.002,0,bcdfhijq
bebei,4185,0.99,0.002,0.0041,bcdfhij
bebem,100282,0.99,0.2922,0.0039,bcdfhij
beber,1261216,1,0.5732,0.002,abcdfghijklmopqrst
bebeu,115130,0.99,0.2922,0.0039,bcdfhij
bebia,83025,0.9999,0.8137,0.004,bcdfghijk
bebra,3,1,0,0,cdfghijklq
bebum,13726,1,0.002,0,cdfghijkoqt
bebês,1076748,1,1,0.005,bcdfghijlmopqst
becas,8277,0.99,0.0037,0.012,bcdfhij
beche,168,1,0.0011,0,cdfghijkqs
becos,58785,0.99,0.0376,0.004,bcdfhij
bedel,3411,1,0.0119,0.008,acdfghijklmnoqs
bedeá,1,0.01,0,0.2903,cfj
bedro,71,1,0,0,cdfghijklmq
bedum,404,1,0.0001,0,cdfghijklmqs
beduí,1,1,0,0,cdfghijklmo
bedão,13,0.999,0,0.0041,cdfghijk
bedém,21,1,0.0001,0,cdfghijklmoqst
befas,0,0.01,0,0,cfj
befes,0,0.01,0,0,cfj
begbê,0,0.99,0,0,cdfghjk
begue,177,1,0.0003,0.008,cdfghijklmoq
begum,116,1,0.0006,0.004,cdfghijkmq
beias,40,0.01,0.0001,0,cfj
beice,0,0.01,0,0,cfj
beige,8836,0.0911,0.0037,0,dhqr
beija,524365,1,0.9997,0.054,bcdfghijmo
beije,38475,0.99,0.0066,0,bcdfhij
beiji,338,0.999,0,0,cdfghijk
beijo,2447961,1,0.5732,0.002,abcdfghijklmopqrst
beiju,8981,1,0.0006,0,acdfghijklmopqs
beira,1815115,1,0.9994,0.2269,abcdfghijklmnoqrst
beire,1190,0.99,0.0001,0,bcdfhij
beiro,1601,1,0.002,0.004,bcdfhijlmqs
beiru,119,0.9999,0.0002,0,cdfghijko
beisa,55,1,0.0001,0.004,cdfghijklm
beiça,1229,1,0.0011,0.004,acdfhjlmoqs
beiço,11671,1,0.1863,0,abcdfghijklmoqrst
bejas,122,0.01,0.0001,0,cfj
bejel,77,0.999,0,0,cdfghijk
bejes,964,0.01,0.0001,0,cfj
bejis,104,0.01,0.0001,0.2254,cfj
belas,1012460,1,0.4268,0.002,abcdfghijm
belau,82,0.999,0.0001,0,cdfghijk
belaz,149,1,0.0002,0,cdfghijkmoqst
belda,2271,0.01,0.0037,0.1307,cfj
belde,172,0.01,0.0001,0,cfj
beldo,161,0.01,0.0001,0,cfj
belfa,92,1,0.0001,0,cdfhjlmoqs
belfo,149,1,0.0002,0,cdfghijklmoqst
belga,191498,1,0.1863,0.0034,abcdfghijklmoqrs
belgo,3187,0.001,0.0003,0,ag
belho,921,1,0.0066,0.002,acdfghijklmqs
beliz,221,1,0.0006,0.004,cdfghijklmoqs
belos,542501,0.999,0.4268,0,bcdfghij
belro,0,0.999,0,0,cdfghijk
belva,32,0.001,0,0,cf
belve,19,0.001,0,0,cf
belvi,0,0.001,0,0,cf
belvo,0,0.001,0,0,cf
belão,347,1,0.0001,0,cdfghijklms
belês,0,0.01,0,0,cfj
bemas,169,0.01,0.0001,0,cfj
bemba,365,0.9999,0.0011,0,cdfhjlmoq
bembé,1017,1,0.0119,0.002,acdfghijklmoq
bemol,21266,1,0.0376,0.008,abcdfghijklmoqrs
benas,446,0.01,0.0001,0,cfj
benco,201,0.999,0,0.004,cdfghijk
bencu,0,0.999,0,0,cdfghijk
benda,1241,0.999,0.002,0,cdfghijk
bendi,187,1,0.0001,0,cdfghijklmq
bendé,229,1,0.0001,0.004,cdfghijklm
bendó,0,0.99,0,0,cdfghjk
benga,40144,0.01,0.002,0,cfj
benge,123,0.999,0.0002,0.004,cdfghijk
bengo,15395,1,0.0066,0.0917,acdghijkmos
benhã,200,0.999,0,0,cdfghijk
benim,12693,1,0.1126,0.4989,cdfghijkqr
benos,444,0.01,0.0002,0.1839,cfj
benta,46416,1,0.1863,0,bcdfghijlmq
bento,1541835,1,0.998,0.515,abcdfghijklmopqst
benza,3866,0.99,0.0011,0,bcdfhij
benze,5422,0.99,0.1126,0,bcdfhij
benzi,999,0.99,0.002,0,bcdfhij
benzo,4026,0.99,0.0037,0.0041,bcdfhij
bença,9240,0.9999,0.002,0,cdfghijks
beola,2,0.999,0,0,cdfghijk
beque,7808,1,0.1126,0.0079,abcdfghijklmoqrs
beras,557,0.01,0.0006,0,cfj
berba,136,0.9089,0.0001,0,cdfhjo
berbe,112,0.999,0.0001,0,cdfghijk
berce,264,0.0911,0.0001,0.041,cfjq
berda,247,0.999,0.0001,0,cdfghijk
beres,334,0.01,0.0003,0.4026,cfj
bergo,554,0.999,0.0001,0,cdfghijk
berma,16455,1,0.5732,0.0014,cdfghijklmoqrs
berna,75144,1,0.8137,0.0985,abcdfhijlqr
berne,4952,1,0.0066,0.004,acdfghijklmoqrs
berno,382,0.9999,0.0001,0,cdfghijko
berol,16,1,0,0,cdfghijklmq
beroé,130,1,0.002,0.008,cdfghijkmo
berra,43890,1,0.5732,0.0044,abcdfhijlmoqs
berre,1878,0.99,0.0011,0.0041,bcdfhij
berro,39201,1,0.0658,0.008,abcdfghijklmnoqrst
berta,60431,1,0.4268,0.4766,abcdfghijkmos
berus,72,0.01,0.0001,0.2249,cfj
berça,481,0.99,0.0037,0.004,cfjlmqs
berço,497047,1,0.8874,0,abcdfghijklmnoqrst
beréu,59,0.999,0.0001,0,cdfghjko
berós,46,0.5,0,0,cfjlm
bespa,91,1,0.0002,0,cdfhjlmoqs
bespe,0,1,0,0,cdfghijklm
bessi,2984,1,0,0,cdfghijklmq
besso,196,0.999,0.0001,0.004,cdfghijk
besta,484683,1,0.9994,0.0212,abcdfghijklmnoqrst
beste,2719,0.5,0.002,0,cdfhj
besto,208,0.5,0,0,cdfhj
betai,1,0.5,0,0,cdfhj
betal,21,0.999,0,0,cdfghijk
betam,114,0.5,0,0,cdfhj
betar,1276,1,0.0006,0,acdfghijklmoqst
betas,12422,0.5,0.0066,0.0079,cdfhj
betei,131,0.5,0,0,cdfhj
betem,102,0.5,0.0006,0.0158,cdfhj
betes,719,0.5,0.0003,0.0079,cdfhj
betle,150,1,0.0011,0,cdfghijklmqs
betol,19,1,0,0,cdfghijklmq
betom,28,0.999,0,0,cdfghijk
betou,184,0.5,0.0001,0.008,cdfhj
betre,20,1,0.0001,0,cdfghijklmoqs
betsi,2,0.999,0,0,cdfghijk
betum,35,0.999,0.0001,0,cdfghijk
betus,83,0.01,0,0.1836,cfj
betão,88663,1,0.0119,0.0039,acdfghijklmoqrs
betói,0,0.99,0,0,cdfghjk
bevos,0,0.01,0,0,cfj
bezar,3,0.9999,0,0,cdfghijkm
bezau,0,0.999,0,0,cdfghijk
bezoa,4,0.5,0,0,cdfhj
bezoe,0,0.5,0,0,cdfhj
bezoo,52,0.999,0,0,cdfghijk
beéns,0,0.0911,0,0,cfgj
bfami,0,0.001,0,0,lq
biaba,204,1,0.0002,0,cdfghijkmo
biaco,0,0.9999,0,0,cdfghijkq
biais,161,0.0911,0.0002,0,cfjm
biami,15,0.999,0,0,cdfghijk
biana,714,1,0.0001,0,cdfghijkmq
biari,45,0.9999,0.0002,0,cdfghijko
biaro,3,1,0,0,cdfghijklmoq
biata,144,0.9999,0.0001,0,cdfghijkm
bibas,7888,0.01,0.0011,0,cfj
bibes,1118,0.99,0.0001,0,cdfhjlq
bibis,500,0.01,0.0001,0.1833,cfj
bibiá,1540,0.99,0.0001,0.0042,cdfghjk
bibió,40,1,0.0001,0.008,cdfghijklms
biblá,502,1,0.0006,0.0081,cdfghijklm
bibos,82,0.01,0,0,cfj
bibra,146,0.9999,0,0,cdfghijkq
bibói,0,1,0,0,cdfghijklmq
bicai,0,0.99,0,0,bcdfhij
bical,340,1,0.0002,0,cdfghijklmoqst
bicam,3247,0.99,0.0037,0,bcdfhij
bicar,5773,1,0.0376,0,abcdfghijklmoqrst
bicas,17978,0.9999,0.4268,0,bcdfhijlm
bicha,118180,1,0.9624,0.0068,abcdfghijklmnoqrst
biche,376,0.5,0.0011,0.0079,cdfhj
bicho,910763,1,0.998,0.1031,abcdfghijklmnopqrst
bicos,154046,1,0.2922,0.0025,bcdfghijkp
bicou,1251,0.99,0.002,0,bcdfhij
bicus,31,0.01,0,0,cfj
bicão,4372,1,0.0037,0.004,cdfghijkoq
bidas,390,0.01,0,0,cfj
bidum,16,0.999,0,0,cdfghijk
bidus,86,0.01,0,0,cfj
bidão,2817,1,0.0119,0,cdfghijkmos
bidês,3945,0.5,0.1126,0,cdfhj
bidós,0,0.01,0,0,cfj
biela,18861,1,0.0066,0,abcdfghijklmoqrs
biene,268,0.999,0.0003,0,cdfghijk
bieno,198,1,0.0001,0,cdfghijklmqs
bifai,0,0.5,0,0,cdfhj
bifam,0,0.5,0,0,cdfhj
bifar,236,1,0.0002,0,acdfghijklmoqst
bifas,891,0.5,0.0001,0,cdfhj
bifei,2,0.5,0,0,cdfhj
bifem,64,0.5,0,0,cdfhj
bifes,76154,0.5,0.0376,0,cdfhj
bifou,53,0.5,0.0001,0,cdfhj
bifre,0,0.999,0,0,cdfghijk
bifus,2,0.01,0,0,cfj
bigas,4435,0.99,0.002,0,bcdfhij
bigla,1,0.9089,0,0,cdfhjo
bigle,58,1,0.0003,0,cdfghijklmoqs
bigue,296,0.9089,0.0001,0,cdfghj
bigus,53,0.5,0.0001,0,cdfhj
biguá,3017,1,0.0212,0.002,acdfghijklmoqrs
bijou,4715,1,0.0037,0,cdfghijkqs
bijus,29311,0.5,0.0011,0.0079,cdfhj
bijuí,4,0.9999,0,0,acdfghjko
bilai,0,0.01,0,0,cfj
bilam,1,0.01,0,0,cfj
bilar,254,0.9999,0.0002,0,cdfghijkq
bilas,553,0.01,0,0,cfj
bilei,4,0.01,0,0,cfj
bilem,1,0.01,0,0.2903,cfj
biles,357,0.01,0.0011,0,cfj
bilha,7422,1,0.0658,0,acdfghijklmoqrst
bilhó,1636,1,0.0066,0.004,cdfghijklmqs
bilmó,0,0.99,0,0,cdfghjk
bilou,53,0.01,0,0,cfj
bilra,0,0.5,0,0,cdfhj
bilre,0,0.5,0,0,cdfhj
bilro,4610,1,0.002,0,acdfghjklmoqs
bilva,40,0.999,0.0001,0,cdfghijk
bimar,49,1,0,0,cdfghijklmqt
bimba,30487,1,0.2922,0.0146,acdfghjklmoqs
bimbe,53,0.5,0,0,cdfhj
bimbo,5426,0.99,0.0037,0.0041,cdfhjoq
bimes,77,0.01,0,0,cfj
bimos,149,0.5,0,0,cdfhj
bimão,0,0.999,0,0,cdfghijk
binai,0,0.5,0,0,cdfhj
binam,35,0.5,0.0001,0,cdfhj
binar,285,1,0.0002,0,acdfghijklmoqst
binas,671,0.5,0,0,cdfhj
binda,689,0.99,0.002,0,cfjlmqs
binde,893,0.9999,0.0001,0.0041,cdfghijkq
binei,11,0.5,0,0,cdfhj
binem,3,0.5,0,0,cdfhj
bines,177,0.5,0,0,cdfhj
binga,5874,1,0.1126,0.0043,acdfhjklmoqs
bingo,122789,1,0.1126,0,abcdfhijkmoqrs
binha,9259,0.999,0.0066,0.0056,cdfghijk
biniú,1,0.999,0,0,cdfghjko
binou,30,0.5,0,0,cdfhj
bioba,0,1,0,0,cdfghijklmq
bioco,323,1,0.0006,0,acdfghijklmoqst
bioma,80947,1,0.1126,0,acdfghijkmoqrs
biose,117,1,0.0003,0,cdfghijkmos
biota,13335,1,0.0119,0,acdfghijklmoqrs
bipai,6,0.5,0,0,cdfhj
bipam,59,0.5,0.0001,0,cdfhj
bipar,744,1,0.0011,0,cdfghijkor
bipas,0,0.5,0,0,cdfhj
bipei,58,0.5,0.0001,0,cdfhj
bipem,19,0.5,0,0,cdfhj
bipes,2634,0.5,0.0119,0.0078,cdfhj
bipou,249,0.5,0.0003,0,cdfhj
bique,870,0.9999,0.0037,0,bcdfghijm
biras,552,0.01,0.0011,0.1458,cfj
birba,24,1,0,0,cdfghijklm
birgo,32,0.999,0,0,cdfghijk
biris,118,0.01,0.0006,0.1836,cfj
birmã,23,1,0.0001,0,cdfghijkoqrs
